Order Id,order date (DateOrders),Order Year,Order Month,Order Quarter,Sales,Order Profit Per Order,Benefit per order,Order Item Discount,Order Item Product Price,Order Item Quantity,Profit Margin,Customer Id,Customer Segment,Category Name,Product Name,Market,Order Region,Order Country,Shipping Mode,Delivery Status,Days for shipping (real),Days for shipment (scheduled),Shipping Delay,Late_delivery_risk,On-Time Delivery,Latitude,Longitude
75916,13-01-2018 04:24,2018,1,2018Q1,327.75,90.27999878,90.27999878,39.33000183,327.75,1,0.275453848,19469,Corporate,Sporting Goods,Smart watch ,Pacific Asia,Oceania,Australia,Second Class,Shipping canceled,2,2,0,0,Yes,45.78831101,-108.5594101
75915,13-01-2018 04:03,2018,1,2018Q1,327.75,131.1699982,131.1699982,42.61000061,327.75,1,0.400213572,19468,Corporate,Sporting Goods,Smart watch ,Pacific Asia,Oceania,Australia,Second Class,Late delivery,6,2,4,1,No,18.26163292,-66.03705597
75914,13-01-2018 03:42,2018,1,2018Q1,327.75,90.54000092,90.54000092,49.15999985,327.75,1,0.276247142,19467,Consumer,Sporting Goods,Smart watch ,Pacific Asia,Oceania,Australia,Second Class,Late delivery,5,2,3,1,No,41.23545456,-75.86985779
75913,13-01-2018 03:21,2018,1,2018Q1,327.75,82.58999634,82.58999634,52.43999863,327.75,1,0.251990836,19466,Corporate,Sporting Goods,Smart watch ,Pacific Asia,Eastern Asia,China,Standard Class,Shipping on time,4,4,0,0,Yes,18.27022362,-66.0370636
75912,13-01-2018 03:00,2018,1,2018Q1,327.75,-17.13999939,-17.13999939,55.72000122,327.75,1,-0.052295955,19465,Corporate,Sporting Goods,Smart watch ,Pacific Asia,Eastern Asia,China,Standard Class,Advance shipping,3,4,-1,0,Yes,41.86886215,-84.57365418
75911,13-01-2018 02:39,2018,1,2018Q1,327.75,23.64999962,23.64999962,59,327.75,1,0.072158656,19464,Consumer,Sporting Goods,Smart watch ,Pacific Asia,Eastern Asia,China,Standard Class,Advance shipping,2,4,-2,0,Yes,33.90942383,-118.1253586
75910,13-01-2018 02:18,2018,1,2018Q1,327.75,73.41999817,73.41999817,65.55000305,327.75,1,0.224012199,19463,Consumer,Sporting Goods,Smart watch ,Pacific Asia,Eastern Asia,China,Standard Class,Late delivery,6,4,2,1,No,18.27526093,-66.0370636
75909,13-01-2018 01:57,2018,1,2018Q1,327.75,113.0699997,113.0699997,81.94000244,327.75,1,0.344988557,19462,Consumer,Sporting Goods,Smart watch ,Pacific Asia,South Asia,India,Standard Class,Late delivery,5,4,1,1,No,41.86544037,-88.10990143
75908,13-01-2018 01:36,2018,1,2018Q1,327.75,24.57999992,24.57999992,0,327.75,1,0.074996186,19461,Consumer,Sporting Goods,Smart watch ,Pacific Asia,South Asia,India,Standard Class,Shipping on time,4,4,0,0,Yes,18.28713608,-66.03705597
75907,13-01-2018 01:15,2018,1,2018Q1,327.75,-97.33999634,-97.33999634,3.279999971,327.75,1,-0.296994649,19460,Consumer,Sporting Goods,Smart watch ,Pacific Asia,Eastern Asia,China,First Class,Late delivery,2,1,1,1,No,42.39110184,-83.13121796
75906,13-01-2018 00:54,2018,1,2018Q1,327.75,-425.5799866,-425.5799866,6.559999943,327.75,1,-1.298489662,19459,Consumer,Sporting Goods,Smart watch ,Pacific Asia,Eastern Asia,China,First Class,Late delivery,2,1,1,1,No,32.86539459,-96.86858368
75905,13-01-2018 00:33,2018,1,2018Q1,327.75,152.6000061,152.6000061,9.829999924,327.75,1,0.465598798,19458,Corporate,Sporting Goods,Smart watch ,Pacific Asia,Southeast Asia,Singapur,First Class,Late delivery,2,1,1,1,No,18.24074173,-66.03705597
75904,13-01-2018 00:12,2018,1,2018Q1,327.75,151.0299988,151.0299988,13.10999966,327.75,1,0.460808539,19457,Corporate,Sporting Goods,Smart watch ,Pacific Asia,South Asia,India,First Class,Late delivery,2,1,1,1,No,40.03171921,-76.87709808
75903,,,,NaT,327.75,62.27000046,62.27000046,16.38999939,327.75,1,0.189992374,19456,Corporate,Sporting Goods,Smart watch ,Pacific Asia,Oceania,Australia,First Class,Late delivery,2,1,1,1,No,32.81010819,-96.68649292
75902,,,,NaT,327.75,35,35,18.03000069,327.75,1,0.106788711,19455,Consumer,Sporting Goods,Smart watch ,Pacific Asia,Oceania,Australia,Same Day,Late delivery,1,0,1,1,No,18.28604889,-66.03705597
75901,,,,NaT,327.75,57.29999924,57.29999924,22.94000053,327.75,1,0.174828373,19454,Consumer,Sporting Goods,Smart watch ,Pacific Asia,Oceania,Australia,Same Day,Shipping canceled,1,0,1,0,No,39.68188095,-75.64421082
75900,,,,NaT,327.75,143.1600037,143.1600037,29.5,327.75,1,0.43679635,19453,Consumer,Sporting Goods,Smart watch ,Pacific Asia,Southeast Asia,Singapur,Same Day,Late delivery,1,0,1,1,No,34.15893936,-118.1809387
75899,,,,NaT,327.75,135.6900024,135.6900024,32.77999878,327.75,1,0.414004584,19452,Home Office,Sporting Goods,Smart watch ,Pacific Asia,Southeast Asia,Singapur,Same Day,Late delivery,1,0,1,1,No,18.28294563,-66.0370636
75898,,,,NaT,327.75,132.6699982,132.6699982,39.33000183,327.75,1,0.404790231,19451,Home Office,Sporting Goods,Smart watch ,Pacific Asia,Southeast Asia,Indonesia,Standard Class,Shipping on time,4,4,0,0,Yes,33.81632614,-84.44550324
75897,,,,NaT,327.75,119.7600021,119.7600021,42.61000061,327.75,1,0.365400464,19450,Home Office,Sporting Goods,Smart watch ,Pacific Asia,Southeast Asia,Indonesia,Standard Class,Advance shipping,3,4,-1,0,Yes,18.24103928,-66.0370636
75896,,,,NaT,327.75,31.47999954,31.47999954,49.15999985,327.75,1,0.096048816,19449,Consumer,Sporting Goods,Smart watch ,Pacific Asia,Oceania,Australia,Standard Class,Advance shipping,2,4,-2,0,Yes,37.49027634,-121.9271088
75895,,,,NaT,327.75,86.16999817,86.16999817,52.43999863,327.75,1,0.262913801,19448,Corporate,Sporting Goods,Smart watch ,Pacific Asia,South Asia,India,Standard Class,Late delivery,6,4,2,1,No,18.26469612,-66.03705597
75894,,,,NaT,327.75,130.5800018,130.5800018,55.72000122,327.75,1,0.39841343,19447,Corporate,Sporting Goods,Smart watch ,Pacific Asia,South Asia,India,Second Class,Late delivery,5,2,3,1,No,43.18824005,-77.56706238
75893,,,,NaT,327.75,0,0,59,327.75,1,0,19446,Corporate,Sporting Goods,Smart watch ,Pacific Asia,Eastern Asia,China,Standard Class,Shipping on time,4,4,0,0,Yes,32.753685,-96.86553955
28744,24-02-2016 13:57,2016,2,2016Q1,119.9800034,-30.75,-30.75,4.800000191,59.99000168,2,-0.256292708,9083,Home Office,Cleats,Perfect Fitness Perfect Rip Deck,Pacific Asia,South Asia,India,Second Class,Late delivery,5,2,3,1,No,18.38011932,-66.18312836
45461,25-10-2016 14:39,2016,10,2016Q4,79.98000336,-122.7300034,-122.7300034,0.800000012,39.99000168,2,-1.534508605,4741,Home Office,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,Pacific Asia,West Asia,Turquía,Second Class,Shipping on time,2,2,0,0,Yes,18.23557282,-66.3706131
31115,30-03-2016 04:37,2016,3,2016Q1,100,33.59999847,33.59999847,4,50,2,0.335999985,639,Home Office,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,Pacific Asia,Oceania,Australia,Second Class,Late delivery,6,2,4,1,No,18.02536774,-66.61303711
45766,30-10-2016 01:31,2016,10,2016Q4,79.98000336,24.69000053,24.69000053,4,39.99000168,2,0.308702169,9702,Home Office,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,Pacific Asia,West Asia,Turquía,Second Class,Shipping on time,2,2,0,0,Yes,18.27383804,-66.37063599
47752,28-11-2016 01:18,2016,11,2016Q4,100,9.100000381,9.100000381,9,50,2,0.091000004,9114,Home Office,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,Pacific Asia,Eastern Asia,Mongolia,Second Class,Late delivery,3,2,1,1,No,18.2848053,-66.37059021
50054,31-12-2016 15:47,2016,12,2016Q4,100,-21.75,-21.75,13,50,2,-0.2175,1362,Home Office,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,Pacific Asia,West Asia,Turquía,Second Class,Late delivery,5,2,3,1,No,18.29496765,-66.37050629
20365,25-10-2015 06:24,2015,10,2015Q4,100,6.150000095,6.150000095,18,50,2,0.061500001,8011,Home Office,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,Pacific Asia,South Asia,India,Second Class,Late delivery,6,2,4,1,No,18.25571251,-66.37050629
36146,,,,NaT,89.98000336,22.40999985,22.40999985,15.30000019,44.99000168,2,0.249055335,3296,Home Office,Electronics,Under Armour Men's Compression EV SL Slide,USCA,West of USA ,Estados Unidos,Second Class,Shipping on time,2,2,0,0,Yes,18.23466301,-66.37059784
41234,24-08-2016 21:45,2016,8,2016Q3,109.9400024,25.23999977,25.23999977,19.79000092,54.97000122,2,0.229579764,3182,Home Office,Boxing & MMA,Under Armour Women's Micro G Skulpt Running S,USCA,West of USA ,Estados Unidos,Second Class,Late delivery,5,2,3,1,No,18.26268196,-66.37049866
32090,13-04-2016 10:12,2016,4,2016Q2,119.9800034,30.5699997,30.5699997,2.400000095,59.99000168,2,0.254792456,7864,Home Office,Cleats,Perfect Fitness Perfect Rip Deck,USCA,West of USA ,Estados Unidos,Second Class,Late delivery,6,2,4,1,No,18.28279495,-66.37055969
34773,22-05-2016 14:10,2016,5,2016Q2,119.9800034,46.0699997,46.0699997,24,59.99000168,2,0.38398065,11169,Home Office,Cleats,Perfect Fitness Perfect Rip Deck,USCA,US Center ,Estados Unidos,Second Class,Late delivery,4,2,2,1,No,18.27466202,-66.37058258
44046,,,,NaT,299.9700012,-184.7799988,-184.7799988,36,99.98999786,3,-0.615994926,5197,Home Office,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,Africa,West Africa,Nigeria,Second Class,Shipping on time,2,2,0,0,Yes,18.2689991,-66.37049866
46414,,,,NaT,119.9700012,38.75,38.75,6,39.99000168,3,0.322997413,1535,Home Office,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,Africa,Central Africa,República Democrática del Congo,Second Class,Late delivery,5,2,3,1,No,18.2308178,-66.37052155
46599,,,,NaT,65.97000122,-3.650000095,-3.650000095,1.980000019,21.98999977,3,-0.05532818,6122,Home Office,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,Africa,West Africa,Senegal,Second Class,Late delivery,5,2,3,1,No,18.26138115,-66.37056732
48434,,,,NaT,95.97000122,38.22999954,38.22999954,16.30999947,31.98999977,3,0.398353642,9451,Home Office,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,Africa,North Africa,Marruecos,Second Class,Late delivery,5,2,3,1,No,18.23650742,-66.37051392
12827,,,,NaT,299.9700012,129.3500061,129.3500061,6,99.98999786,3,0.431209806,542,Home Office,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,Europe,Western Europe,Alemania,Second Class,Late delivery,3,2,1,1,No,18.35921478,-66.07779694
63936,22-07-2017 07:16,2017,7,2017Q3,299.9700012,132.2899933,132.2899933,30,99.98999786,3,0.441010744,11329,Home Office,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,Europe,Western Europe,Francia,Second Class,Shipping on time,2,2,0,0,Yes,18.29944229,-66.37052155
65030,,,,NaT,299.9700012,76.04000092,76.04000092,74.98999786,99.98999786,3,0.253492018,3570,Home Office,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,Europe,Western Europe,Francia,Second Class,Late delivery,6,2,4,1,No,18.28996849,-66.37054443
18108,22-09-2015 07:41,2015,9,2015Q3,179.9700012,81.12999725,81.12999725,3.599999905,59.99000168,3,0.450797337,650,Home Office,Cleats,Perfect Fitness Perfect Rip Deck,Europe,Western Europe,Países Bajos,Second Class,Late delivery,4,2,2,1,No,18.2275734,-66.04563141
62571,,,,NaT,179.9700012,43.52000046,43.52000046,12.60000038,59.99000168,3,0.241818082,9353,Home Office,Cleats,Perfect Fitness Perfect Rip Deck,Europe,Northern Europe,Reino Unido,Second Class,Shipping on time,2,2,0,0,Yes,18.2988205,-66.37059784
17162,,,,NaT,179.9700012,68.77999878,68.77999878,16.20000076,59.99000168,3,0.382174798,54,Home Office,Cleats,Perfect Fitness Perfect Rip Deck,Europe,Northern Europe,Reino Unido,Second Class,Late delivery,3,2,1,1,No,18.02538109,-66.61508179
65922,20-08-2017 07:03,2017,8,2017Q3,179.9700012,40.49000168,40.49000168,18,59.99000168,3,0.224981949,12151,Home Office,Cleats,Perfect Fitness Perfect Rip Deck,Europe,Western Europe,Francia,Second Class,Late delivery,3,2,1,1,No,18.25048637,-66.37062836
63936,22-07-2017 07:16,2017,7,2017Q3,150,20.93000031,20.93000031,10.5,50,3,0.139533335,11329,Home Office,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,Europe,Western Europe,Francia,Second Class,Shipping on time,2,2,0,0,Yes,18.29944229,-66.37052155
64813,,,,NaT,119.9700012,12.19999981,12.19999981,12,39.99000168,3,0.101692087,10018,Home Office,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,Europe,Northern Europe,Reino Unido,Second Class,Late delivery,4,2,2,1,No,18.24069786,-66.37055969
67892,18-09-2017 01:14,2017,9,2017Q3,150,12.71000004,12.71000004,37.5,50,3,0.084733334,3182,Home Office,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,Europe,Western Europe,Alemania,Second Class,Late delivery,3,2,1,1,No,18.26268196,-66.37049866
12525,,,,NaT,65.97000122,7.760000229,7.760000229,10.56000042,21.98999977,3,0.117629227,4936,Home Office,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,Europe,Western Europe,Francia,Second Class,Late delivery,6,2,4,1,No,18.21209908,-66.37050629
5895,28-03-2015 00:55,2015,3,2015Q1,299.9700012,101.3899994,101.3899994,0,99.98999786,3,0.338000463,8707,Home Office,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,LATAM,Central America,Guatemala,Second Class,Late delivery,6,2,4,1,No,18.23131371,-66.37062836
56359,,,,NaT,179.9700012,-285.0700073,-285.0700073,1.799999952,59.99000168,3,-1.58398625,1025,Home Office,Cleats,Perfect Fitness Perfect Rip Deck,LATAM,Central America,El Salvador,Second Class,Late delivery,5,2,3,1,No,18.29652023,-66.04867554
58613,,,,NaT,179.9700012,42.74000168,42.74000168,9,59.99000168,3,0.237484033,8831,Home Office,Cleats,Perfect Fitness Perfect Rip Deck,LATAM,Central America,Panamá,Second Class,Late delivery,4,2,2,1,No,18.28746414,-66.37054443
7824,25-04-2015 04:44,2015,4,2015Q2,179.9700012,49.3199997,49.3199997,9.899999619,59.99000168,3,0.274045671,10679,Home Office,Cleats,Perfect Fitness Perfect Rip Deck,LATAM,Caribbean,República Dominicana,Second Class,Late delivery,5,2,3,1,No,18.29108048,-66.37050629
7814,25-04-2015 01:14,2015,4,2015Q2,179.9700012,80.33999634,80.33999634,12.60000038,59.99000168,3,0.446407711,5007,Home Office,Cleats,Perfect Fitness Perfect Rip Deck,LATAM,South America,Venezuela,Second Class,Late delivery,5,2,3,1,No,18.24984551,-66.37050629
7814,25-04-2015 01:14,2015,4,2015Q2,179.9700012,-26.69000053,-26.69000053,16.20000076,59.99000168,3,-0.148302497,5007,Home Office,Cleats,Perfect Fitness Perfect Rip Deck,LATAM,South America,Venezuela,Second Class,Late delivery,5,2,3,1,No,18.24984551,-66.37050629
60807,,,,NaT,179.9700012,-117.3300018,-117.3300018,27,59.99000168,3,-0.651941996,9854,Home Office,Cleats,Perfect Fitness Perfect Rip Deck,LATAM,Caribbean,República Dominicana,Second Class,Late delivery,3,2,1,1,No,18.25671768,-66.37062836
53413,18-02-2017 16:36,2017,2,2017Q1,179.9700012,47.88000107,47.88000107,27,59.99000168,3,0.266044345,376,Home Office,Cleats,Perfect Fitness Perfect Rip Deck,LATAM,South America,Colombia,Second Class,Late delivery,4,2,2,1,No,18.24754334,-66.0253067
7888,26-04-2015 03:10,2015,4,2015Q2,150,72,72,0,50,3,0.48,5417,Home Office,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,LATAM,Central America,El Salvador,Second Class,Late delivery,4,2,2,1,No,18.27673721,-66.37055206
6783,,,,NaT,119.9700012,29.94000053,29.94000053,4.800000191,39.99000168,3,0.249562393,10759,Home Office,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,LATAM,Central America,Honduras,Second Class,Late delivery,4,2,2,1,No,18.2968483,-66.37050629
56973,,,,NaT,150,23.46999931,23.46999931,6,50,3,0.156466662,8541,Home Office,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,LATAM,South America,Brasil,Second Class,Late delivery,4,2,2,1,No,18.29609299,-66.37050629
7824,25-04-2015 04:44,2015,4,2015Q2,150,68.40000153,68.40000153,7.5,50,3,0.45600001,10679,Home Office,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,LATAM,Caribbean,República Dominicana,Second Class,Late delivery,5,2,3,1,No,18.29108048,-66.37050629
55155,16-03-2017 02:54,2017,3,2017Q1,150,43.65999985,43.65999985,10.5,50,3,0.291066666,3752,Home Office,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,LATAM,Central America,México,Second Class,Late delivery,6,2,4,1,No,18.2105732,-66.37058258
5991,29-03-2015 10:33,2015,3,2015Q1,150,13.19999981,13.19999981,18,50,3,0.087999999,4673,Home Office,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,LATAM,Central America,México,Second Class,Shipping on time,2,2,0,0,Yes,18.20111656,-66.37059021
2263,,,,NaT,150,46.20000076,46.20000076,18,50,3,0.308000005,5367,Home Office,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,LATAM,Central America,México,Second Class,Late delivery,4,2,2,1,No,18.21469116,-66.37051392
2263,,,,NaT,150,10.43999958,10.43999958,19.5,50,3,0.069599997,5367,Home Office,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,LATAM,Central America,México,Second Class,Late delivery,4,2,2,1,No,18.21469116,-66.37051392
53403,18-02-2017 13:05,2017,2,2017Q1,150,15.56000042,15.56000042,25.5,50,3,0.103733336,10485,Home Office,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,LATAM,Central America,México,Second Class,Late delivery,4,2,2,1,No,18.28425598,-66.37058258
51298,18-01-2017 19:37,2017,1,2017Q1,119.9700012,32.86000061,32.86000061,20.38999939,39.99000168,3,0.273901811,9272,Home Office,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,LATAM,South America,Brasil,Second Class,Late delivery,4,2,2,1,No,18.20666885,-66.37056732
4919,13-03-2015 18:59,2015,3,2015Q1,250,9.600000381,9.600000381,10,50,5,0.038400002,647,Consumer,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,LATAM,South America,Uruguay,Standard Class,Late delivery,5,4,1,1,No,18.35907555,-66.07783508
52640,,,,NaT,199.9499969,55.09000015,55.09000015,10,39.99000168,5,0.275518885,6398,Consumer,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,LATAM,South America,Argentina,Standard Class,Late delivery,6,4,2,1,No,18.26378822,-66.37052918
6358,,,,NaT,199.9499969,68.58999634,68.58999634,11,39.99000168,5,0.343035746,4209,Consumer,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,LATAM,South America,Brasil,Standard Class,Shipping on time,4,4,0,0,Yes,18.20330429,-66.37052155
57106,13-04-2017 14:25,2017,4,2017Q2,250,51.97999954,51.97999954,13.75,50,5,0.207919998,8917,Consumer,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,LATAM,South America,Brasil,Standard Class,Advance shipping,2,4,-2,0,Yes,18.22487068,-66.37052155
6245,,,,NaT,250,-23.62999916,-23.62999916,13.75,50,5,-0.094519997,7784,Consumer,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,LATAM,South America,Brasil,Standard Class,Late delivery,6,4,2,1,No,18.25061035,-66.37062836
52166,31-01-2017 11:43,2017,1,2017Q1,150,66.88999939,66.88999939,13.5,30,5,0.445933329,1425,Consumer,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,LATAM,Caribbean,Cuba,Standard Class,Advance shipping,2,4,-2,0,Yes,18.27340317,-66.37052155
56172,30-03-2017 23:12,2017,3,2017Q1,199.9499969,11.46000004,11.46000004,18,39.99000168,5,0.05731433,2737,Consumer,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,LATAM,Caribbean,Cuba,Standard Class,Advance shipping,3,4,-1,0,Yes,18.29137993,-66.3705368
55829,25-03-2017 23:02,2017,3,2017Q1,250,22.5,22.5,25,50,5,0.09,6428,Consumer,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,LATAM,Caribbean,República Dominicana,Standard Class,Late delivery,5,4,1,1,No,18.24738884,-66.37057495
52478,,,,NaT,250,67.5,67.5,25,50,5,0.27,6543,Consumer,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,LATAM,Central America,México,Standard Class,Shipping on time,4,4,0,0,Yes,18.27920532,-66.37055206
